,Customer_id,Name,email,membership_age,revenue,Preferred_film_languages,preferred_film_category,city,preferred_film_year
257,258,MYRTLE FLEMING,MYRTLE.FLEMING@sakilacustomer.org,0,110.75999999999996,English,,460,00s
258,259,LENA JENSEN,LENA.JENSEN@sakilacustomer.org,0,170.67000000000004,English,,197,00s
259,260,CHRISTY VARGAS,CHRISTY.VARGAS@sakilacustomer.org,0,122.68999999999994,English,,136,00s
260,261,DEANNA BYRD,DEANNA.BYRD@sakilacustomer.org,0,107.73999999999997,English,,548,00s
261,262,PATSY DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,0,119.71999999999994,English,,414,00s
262,263,HILDA HOPKINS,HILDA.HOPKINS@sakilacustomer.org,0,122.70999999999997,English,,323,00s
263,264,GWENDOLYN MAY,GWENDOLYN.MAY@sakilacustomer.org,0,98.74999999999997,English,,203,00s
264,265,JENNIE TERRY,JENNIE.TERRY@sakilacustomer.org,0,133.70999999999995,English,,378,00s
265,266,NORA HERRERA,NORA.HERRERA@sakilacustomer.org,0,118.71999999999994,English,,447,00s
266,267,MARGIE WADE,MARGIE.WADE@sakilacustomer.org,0,159.64,English,,298,00s
267,268,NINA SOTO,NINA.SOTO@sakilacustomer.org,0,123.70999999999995,English,,395,00s
268,269,CASSANDRA WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,0,129.69999999999993,English,,446,00s
269,270,LEAH CURTIS,LEAH.CURTIS@sakilacustomer.org,0,104.74999999999996,English,,255,00s
270,271,PENNY NEAL,PENNY.NEAL@sakilacustomer.org,0,68.82000000000001,English,,283,00s
271,272,KAY CALDWELL,KAY.CALDWELL@sakilacustomer.org,0,98.79999999999998,English,,584,00s
272,273,PRISCILLA LOWE,PRISCILLA.LOWE@sakilacustomer.org,0,157.65,English,,445,00s
273,274,NAOMI JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,0,152.65,English,,263,00s
274,275,CAROLE BARNETT,CAROLE.BARNETT@sakilacustomer.org,0,108.69999999999996,English,,404,00s
275,276,BRANDY GRAVES,BRANDY.GRAVES@sakilacustomer.org,0,122.71999999999994,English,,573,00s
276,277,OLGA JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,0,144.67999999999995,English,,374,00s
277,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,0,88.73999999999998,English,,222,00s
278,279,DIANNE SHELTON,DIANNE.SHELTON@sakilacustomer.org,0,135.68999999999997,English,,514,00s
279,280,TRACEY BARRETT,TRACEY.BARRETT@sakilacustomer.org,0,118.72999999999995,English,,389,00s
280,281,LEONA OBRIEN,LEONA.OBRIEN@sakilacustomer.org,0,50.860000000000014,English,,175,00s
281,282,JENNY CASTRO,JENNY.CASTRO@sakilacustomer.org,0,103.72999999999996,English,,411,00s
282,283,FELICIA SUTTON,FELICIA.SUTTON@sakilacustomer.org,0,86.72,English,,277,00s
283,284,SONIA GREGORY,SONIA.GREGORY@sakilacustomer.org,0,126.71999999999996,English,,69,00s
284,285,MIRIAM MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,0,135.73999999999998,English,,386,00s
285,286,VELMA LUCAS,VELMA.LUCAS@sakilacustomer.org,0,117.72999999999993,English,,152,00s
286,287,BECKY MILES,BECKY.MILES@sakilacustomer.org,0,115.70999999999995,English,,522,00s
287,288,BOBBIE CRAIG,BOBBIE.CRAIG@sakilacustomer.org,0,80.75999999999999,English,,563,00s
288,289,VIOLET RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,0,142.7,English,,279,00s
289,290,KRISTINA CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,0,109.71999999999996,English,,562,00s
290,291,TONI HOLT,TONI.HOLT@sakilacustomer.org,0,95.77,English,,433,00s
291,292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,0,118.72999999999995,English,,470,00s
292,293,MAE FLETCHER,MAE.FLETCHER@sakilacustomer.org,0,158.69,English,,146,00s
293,294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,0,113.73999999999997,English,,140,00s
294,295,DAISY BATES,DAISY.BATES@sakilacustomer.org,0,162.62000000000003,English,,274,00s
295,296,RAMONA HALE,RAMONA.HALE@sakilacustomer.org,0,129.69999999999993,English,,400,00s
296,297,SHERRI RHODES,SHERRI.RHODES@sakilacustomer.org,0,128.66999999999993,English,,9,00s
297,298,ERIKA PENA,ERIKA.PENA@sakilacustomer.org,0,101.73999999999998,English,,387,00s
298,299,JAMES GANNON,JAMES.GANNON@sakilacustomer.org,0,131.69999999999996,English,,205,00s
299,300,JOHN FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,0,137.68999999999994,English,,398,00s
300,301,ROBERT BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,0,92.78999999999999,English,,254,00s
301,302,MICHAEL SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,0,127.70999999999994,English,,536,00s
302,303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,0,100.73999999999997,English,,455,00s
303,304,DAVID ROYAL,DAVID.ROYAL@sakilacustomer.org,0,115.73999999999995,English,,99,00s
304,305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,0,109.74999999999996,English,,33,00s
305,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,0,138.67999999999995,English,,507,00s
306,307,JOSEPH JOY,JOSEPH.JOY@sakilacustomer.org,0,134.69999999999996,English,,25,00s
307,308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,0,105.74999999999999,English,,262,00s
308,309,CHRISTOPHER GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,0,147.68999999999997,English,,91,00s
309,310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,0,97.79999999999998,English,,215,00s
310,311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,0,120.76999999999997,English,,286,00s
311,312,MARK RINEHART,MARK.RINEHART@sakilacustomer.org,0,104.73999999999995,English,,515,00s
312,313,DONALD MAHON,DONALD.MAHON@sakilacustomer.org,0,89.76999999999998,English,,166,00s
313,314,GEORGE LINTON,GEORGE.LINTON@sakilacustomer.org,0,131.66999999999993,English,,490,00s
314,315,KENNETH GOODEN,KENNETH.GOODEN@sakilacustomer.org,0,84.82999999999998,English,,57,00s
315,316,STEVEN CURLEY,STEVEN.CURLEY@sakilacustomer.org,0,132.70999999999995,English,,336,00s
316,317,EDWARD BAUGH,EDWARD.BAUGH@sakilacustomer.org,0,114.71999999999994,English,,545,00s
317,318,BRIAN WYMAN,BRIAN.WYMAN@sakilacustomer.org,0,52.88000000000002,English,,97,00s
318,319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,0,132.69999999999996,English,,451,00s
319,320,ANTHONY SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,0,71.8,English,,516,00s
320,321,KEVIN SCHULER,KEVIN.SCHULER@sakilacustomer.org,0,116.77999999999996,English,,81,00s
321,322,JASON MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,0,128.71999999999997,English,,45,00s
322,323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,0,114.68999999999994,English,,130,00s
323,324,GARY COY,GARY.COY@sakilacustomer.org,0,103.74999999999997,English,,591,00s
324,325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,0,91.77999999999999,English,,89,00s
325,326,JOSE ANDREW,JOSE.ANDREW@sakilacustomer.org,0,96.74999999999996,English,,269,00s
326,327,LARRY THRASHER,LARRY.THRASHER@sakilacustomer.org,0,112.73999999999997,English,,5,00s
327,328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,0,90.76999999999998,English,,119,00s
328,329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,0,127.67999999999994,English,,234,00s
329,330,SCOTT SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,0,94.74999999999997,English,,42,00s
330,331,ERIC ROBERT,ERIC.ROBERT@sakilacustomer.org,0,122.72999999999995,English,,457,00s
331,332,STEPHEN QUALLS,STEPHEN.QUALLS@sakilacustomer.org,0,118.71999999999994,English,,143,00s
332,333,ANDREW PURDY,ANDREW.PURDY@sakilacustomer.org,0,109.72999999999996,English,,48,00s
333,334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,0,135.69999999999996,English,,505,00s
334,335,GREGORY MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,0,78.76999999999998,English,,492,00s
335,336,JOSHUA MARK,JOSHUA.MARK@sakilacustomer.org,0,119.69999999999995,English,,427,00s
336,337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,0,143.70999999999998,English,,382,00s
337,338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,0,114.71999999999996,English,,392,00s
338,339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,0,127.69999999999993,English,,581,00s
339,340,PATRICK NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,0,119.68999999999996,English,,201,00s
340,341,PETER MENARD,PETER.MENARD@sakilacustomer.org,0,106.76999999999997,English,,151,00s
341,342,HAROLD MARTINO,HAROLD.MARTINO@sakilacustomer.org,0,130.67999999999995,English,,84,00s
342,343,DOUGLAS GRAF,DOUGLAS.GRAF@sakilacustomer.org,0,114.74999999999996,English,,335,00s
343,344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,0,73.82,English,,370,00s
344,345,CARL ARTIS,CARL.ARTIS@sakilacustomer.org,0,106.76999999999998,English,,453,00s
345,346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,0,155.68,English,,320,00s
346,347,RYAN SALISBURY,RYAN.SALISBURY@sakilacustomer.org,0,142.7,English,,137,00s
347,348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,0,146.64,English,,209,00s
348,349,JOE GILLILAND,JOE.GILLILAND@sakilacustomer.org,0,138.70999999999998,English,,221,00s
349,350,JUAN FRALEY,JUAN.FRALEY@sakilacustomer.org,0,73.77,English,,531,00s
350,351,JACK FOUST,JACK.FOUST@sakilacustomer.org,0,89.75999999999998,English,,597,00s
351,352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,0,99.76999999999997,English,,52,00s
352,353,JONATHAN SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,0,72.82000000000001,English,,393,00s
353,354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,0,129.63999999999996,English,,461,00s
354,355,TERRY GRISSOM,TERRY.GRISSOM@sakilacustomer.org,0,72.80000000000001,English,,331,00s
355,356,GERALD FULTZ,GERALD.FULTZ@sakilacustomer.org,0,121.69999999999995,English,,464,00s
356,357,KEITH RICO,KEITH.RICO@sakilacustomer.org,0,89.73999999999997,English,,90,00s
357,358,SAMUEL MARLOW,SAMUEL.MARLOW@sakilacustomer.org,0,80.79000000000002,English,,429,00s
358,359,WILLIE MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,0,101.74999999999997,English,,20,00s
359,360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,0,150.66,English,,32,00s
360,361,LAWRENCE LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,0,100.68999999999998,English,,585,00s
361,362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,0,145.67999999999998,English,,66,00s
362,363,ROY WHITING,ROY.WHITING@sakilacustomer.org,0,143.70999999999998,English,,372,00s
363,364,BENJAMIN VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,0,95.76999999999998,English,,188,00s
364,365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,0,103.76999999999997,English,,377,00s
365,366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,0,152.63,English,,50,00s
366,367,ADAM GOOCH,ADAM.GOOCH@sakilacustomer.org,0,101.78,English,,8,00s
367,368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,0,157.65,English,,356,00s
368,369,FRED WHEAT,FRED.WHEAT@sakilacustomer.org,0,88.74999999999997,English,,250,00s
369,370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,0,70.81000000000002,English,,191,00s
370,371,BILLY POULIN,BILLY.POULIN@sakilacustomer.org,0,149.65,English,,98,00s
371,372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,0,158.66,English,,415,00s
372,373,LOUIS LEONE,LOUIS.LEONE@sakilacustomer.org,0,161.65000000000003,English,,523,00s
373,374,JEREMY HURTADO,JEREMY.HURTADO@sakilacustomer.org,0,103.71999999999998,English,,572,00s
374,375,AARON SELBY,AARON.SELBY@sakilacustomer.org,0,110.75999999999998,English,,348,00s
375,376,RANDY GAITHER,RANDY.GAITHER@sakilacustomer.org,0,110.71999999999996,English,,285,00s
376,377,HOWARD FORTNER,HOWARD.FORTNER@sakilacustomer.org,0,93.73999999999995,English,,265,00s
377,378,EUGENE CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,0,71.81000000000002,English,,471,00s
378,379,CARLOS COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,0,106.76999999999997,English,,73,00s
379,380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,0,136.63999999999996,English,,549,00s
380,381,BOBBY BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,0,106.64999999999996,English,,493,00s
381,382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,0,91.75999999999999,English,,322,00s
382,383,MARTIN BALES,MARTIN.BALES@sakilacustomer.org,0,103.72999999999998,English,,360,00s
383,384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,0,89.74999999999999,English,,210,00s
384,385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,0,101.73999999999998,English,,521,00s
385,386,TODD TAN,TODD.TAN@sakilacustomer.org,0,117.70999999999994,English,,258,00s
386,387,JESSE SCHILLING,JESSE.SCHILLING@sakilacustomer.org,0,101.73999999999997,English,,315,00s
387,388,CRAIG MORRELL,CRAIG.MORRELL@sakilacustomer.org,0,124.69999999999993,English,,104,00s
388,389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,0,124.73999999999994,English,,157,00s
389,390,SHAWN HEATON,SHAWN.HEATON@sakilacustomer.org,0,152.67,English,,358,00s
390,391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,0,104.69999999999996,English,,229,00s
391,392,SEAN DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,0,91.76999999999998,English,,6,00s
392,393,PHILIP CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,0,121.68999999999994,English,,278,00s
393,394,CHRIS BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,0,84.78,English,,181,00s
394,395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,0,57.81000000000002,English,,15,00s
395,396,EARL SHANKS,EARL.SHANKS@sakilacustomer.org,0,111.72999999999996,English,,228,00s
396,397,JIMMY SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,0,105.70999999999997,English,,39,00s
397,398,ANTONIO MEEK,ANTONIO.MEEK@sakilacustomer.org,0,78.84,English,,44,00s
398,399,DANNY ISOM,DANNY.ISOM@sakilacustomer.org,0,91.78999999999998,English,,375,00s
399,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,0,124.71999999999994,English,,135,00s
400,401,TONY CARRANZA,TONY.CARRANZA@sakilacustomer.org,0,74.77999999999999,English,,276,00s
401,402,LUIS YANEZ,LUIS.YANEZ@sakilacustomer.org,0,79.8,English,,92,00s
402,403,MIKE WAY,MIKE.WAY@sakilacustomer.org,0,166.65000000000006,English,,564,00s
403,404,STANLEY SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,0,139.69999999999996,English,,380,00s
404,405,LEONARD SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,0,109.67999999999996,English,,524,00s
405,406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,0,122.67999999999994,English,,111,00s
406,407,DALE RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,0,112.72999999999995,English,,437,00s
407,408,MANUEL MURRELL,MANUEL.MURRELL@sakilacustomer.org,0,116.69999999999995,English,,230,00s
408,409,RODNEY MOELLER,RODNEY.MOELLER@sakilacustomer.org,0,104.76999999999997,English,,141,00s
409,410,CURTIS IRBY,CURTIS.IRBY@sakilacustomer.org,0,167.62000000000003,English,,430,00s
410,411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,0,80.74,English,,117,00s
411,412,ALLEN BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,0,85.78999999999999,English,,208,00s
412,413,MARVIN YEE,MARVIN.YEE@sakilacustomer.org,0,75.79,English,,71,00s
413,414,VINCENT RALSTON,VINCENT.RALSTON@sakilacustomer.org,0,105.74999999999996,English,,19,00s
414,415,GLENN PULLEN,GLENN.PULLEN@sakilacustomer.org,0,93.76999999999998,English,,23,00s
415,416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,0,121.68999999999996,English,,134,00s
416,417,TRAVIS ESTEP,TRAVIS.ESTEP@sakilacustomer.org,0,110.74999999999996,English,,16,00s
417,418,JEFF EAST,JEFF.EAST@sakilacustomer.org,0,107.69999999999995,English,,450,00s
418,419,CHAD CARBONE,CHAD.CARBONE@sakilacustomer.org,0,89.75,English,,264,00s
419,420,JACOB LANCE,JACOB.LANCE@sakilacustomer.org,0,79.78999999999999,English,,155,00s
420,421,LEE HAWKS,LEE.HAWKS@sakilacustomer.org,0,119.72999999999995,English,,416,00s
421,422,MELVIN ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,0,97.73999999999995,English,,293,00s
422,423,ALFRED CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,0,120.73999999999995,English,,465,00s
423,424,KYLE SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,0,110.69999999999996,English,,468,00s
424,425,FRANCIS SIKES,FRANCIS.SIKES@sakilacustomer.org,0,104.73999999999994,English,,452,00s
425,426,BRADLEY MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,0,126.72999999999995,English,,418,00s
426,427,JESUS MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,0,114.75999999999996,English,,189,00s
427,428,HERBERT KRUGER,HERBERT.KRUGER@sakilacustomer.org,0,78.79999999999998,English,,510,00s
428,429,FREDERICK ISBELL,FREDERICK.ISBELL@sakilacustomer.org,0,105.78999999999996,English,,547,00s
429,430,RAY HOULE,RAY.HOULE@sakilacustomer.org,0,79.77999999999999,English,,150,00s
430,431,JOEL FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,0,95.76999999999998,English,,501,00s
431,432,EDWIN BURK,EDWIN.BURK@sakilacustomer.org,0,116.76999999999995,English,,364,00s
432,433,DON BONE,DON.BONE@sakilacustomer.org,0,133.74999999999994,English,,351,00s
433,434,EDDIE TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,0,128.72999999999996,English,,391,00s
434,435,RICKY SHELBY,RICKY.SHELBY@sakilacustomer.org,0,91.74999999999996,English,,249,00s
435,436,TROY QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,0,144.7,English,,565,00s
436,437,RANDALL NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,0,99.76999999999998,English,,290,00s
437,438,BARRY LOVELACE,BARRY.LOVELACE@sakilacustomer.org,0,134.66999999999996,English,,272,00s
438,439,ALEXANDER FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,0,151.64,English,,70,00s
439,440,BERNARD COLBY,BERNARD.COLBY@sakilacustomer.org,0,88.77999999999997,English,,144,00s
440,441,MARIO CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,0,112.71999999999996,English,,59,00s
441,442,LEROY BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,0,118.67999999999992,English,,540,00s
442,443,FRANCISCO SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,0,98.77999999999997,English,,486,00s
443,444,MARCUS HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,0,115.69999999999995,English,,530,00s
444,445,MICHEAL FORMAN,MICHEAL.FORMAN@sakilacustomer.org,0,102.73999999999997,English,,161,00s
445,446,THEODORE CULP,THEODORE.CULP@sakilacustomer.org,0,116.68999999999996,English,,554,00s
446,447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,0,113.70999999999995,English,,352,00s
447,448,MIGUEL BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,0,135.70999999999995,English,,160,00s
448,449,OSCAR AQUINO,OSCAR.AQUINO@sakilacustomer.org,0,99.79999999999997,English,,481,00s
449,450,JAY ROBB,JAY.ROBB@sakilacustomer.org,0,89.73999999999998,English,,509,00s
450,451,JIM REA,JIM.REA@sakilacustomer.org,0,128.66999999999993,English,,154,00s
451,452,TOM MILNER,TOM.MILNER@sakilacustomer.org,0,107.67999999999996,English,,3,00s
452,453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,0,111.76999999999995,English,,326,00s
453,454,ALEX GRESHAM,ALEX.GRESHAM@sakilacustomer.org,0,151.67,English,,556,00s
454,455,JON WILES,JON.WILES@sakilacustomer.org,0,87.75999999999999,English,,153,00s
455,456,RONNIE RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,0,100.74999999999997,English,,600,00s
456,457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,0,114.71999999999998,English,,435,00s
457,458,LLOYD DOWD,LLOYD.DOWD@sakilacustomer.org,0,66.81000000000002,English,,532,00s
458,459,TOMMY COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,0,186.62000000000006,English,,423,00s
459,460,LEON BOSTIC,LEON.BOSTIC@sakilacustomer.org,0,109.74999999999996,English,,170,00s
460,461,DEREK BLAKELY,DEREK.BLAKELY@sakilacustomer.org,0,97.71999999999998,English,,182,00s
461,462,WARREN SHERROD,WARREN.SHERROD@sakilacustomer.org,0,159.67,English,,558,00s
462,463,DARRELL POWER,DARRELL.POWER@sakilacustomer.org,0,91.74999999999999,English,,196,00s
463,464,JEROME KENYON,JEROME.KENYON@sakilacustomer.org,0,73.84,English,,428,00s
464,465,FLOYD GANDY,FLOYD.GANDY@sakilacustomer.org,0,69.83000000000001,English,,595,00s
465,466,LEO EBERT,LEO.EBERT@sakilacustomer.org,0,104.76999999999998,English,,145,00s
466,467,ALVIN DELOACH,ALVIN.DELOACH@sakilacustomer.org,0,139.70999999999998,English,,129,00s
467,468,TIM CARY,TIM.CARY@sakilacustomer.org,0,175.61000000000004,English,,78,00s
468,469,WESLEY BULL,WESLEY.BULL@sakilacustomer.org,0,177.60000000000002,English,,388,00s
469,470,GORDON ALLARD,GORDON.ALLARD@sakilacustomer.org,0,160.67999999999998,English,,206,00s
470,471,DEAN SAUER,DEAN.SAUER@sakilacustomer.org,0,109.72999999999998,English,,244,00s
471,472,GREG ROBINS,GREG.ROBINS@sakilacustomer.org,0,141.69999999999996,English,,359,00s
472,473,JORGE OLIVARES,JORGE.OLIVARES@sakilacustomer.org,0,134.65999999999994,English,,301,00s
473,474,DUSTIN GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,0,100.73999999999997,English,,158,00s
474,475,PEDRO CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,0,103.75999999999996,English,,385,00s
475,476,DERRICK BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,0,95.77999999999999,English,,179,00s
476,477,DAN PAINE,DAN.PAINE@sakilacustomer.org,0,109.77999999999996,English,,500,00s
477,478,LEWIS LYMAN,LEWIS.LYMAN@sakilacustomer.org,0,86.81,English,,36,00s
478,479,ZACHARY HITE,ZACHARY.HITE@sakilacustomer.org,0,146.69,English,,11,00s
479,480,COREY HAUSER,COREY.HAUSER@sakilacustomer.org,0,101.77999999999997,English,,180,00s
480,481,HERMAN DEVORE,HERMAN.DEVORE@sakilacustomer.org,0,115.70999999999994,English,,347,00s
481,482,MAURICE CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,0,138.70999999999998,English,,125,00s
482,483,VERNON CHAPA,VERNON.CHAPA@sakilacustomer.org,0,88.81999999999998,English,,142,00s
483,484,ROBERTO VU,ROBERTO.VU@sakilacustomer.org,0,139.7,English,,587,00s
484,485,CLYDE TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,0,115.70999999999995,English,,469,00s
485,486,GLEN TALBERT,GLEN.TALBERT@sakilacustomer.org,0,113.73999999999995,English,,4,00s
486,487,HECTOR POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,0,119.73999999999997,English,,408,00s
487,488,SHANE MILLARD,SHANE.MILLARD@sakilacustomer.org,0,95.77999999999997,English,,288,00s
488,489,RICARDO MEADOR,RICARDO.MEADOR@sakilacustomer.org,0,99.78999999999998,English,,376,00s
489,490,SAM MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,0,117.75999999999996,English,,487,00s
490,491,RICK MATTOX,RICK.MATTOX@sakilacustomer.org,0,124.72999999999996,English,,337,00s
491,492,LESTER KRAUS,LESTER.KRAUS@sakilacustomer.org,0,65.84000000000002,English,,261,00s
492,493,BRENT HARKINS,BRENT.HARKINS@sakilacustomer.org,0,112.76999999999997,English,,504,00s
493,494,RAMON CHOATE,RAMON.CHOATE@sakilacustomer.org,0,140.68999999999997,English,,434,00s
494,495,CHARLIE BESS,CHARLIE.BESS@sakilacustomer.org,0,120.73999999999995,English,,47,00s
495,496,TYLER WREN,TYLER.WREN@sakilacustomer.org,0,88.78999999999999,English,,432,00s
496,497,GILBERT SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,0,129.71999999999994,English,,589,00s
497,498,GENE SANBORN,GENE.SANBORN@sakilacustomer.org,0,97.72999999999999,English,,444,00s
498,499,MARC OUTLAW,MARC.OUTLAW@sakilacustomer.org,0,123.69999999999996,English,,93,00s
499,500,REGINALD KINDER,REGINALD.KINDER@sakilacustomer.org,0,115.71999999999994,English,,318,00s
500,501,RUBEN GEARY,RUBEN.GEARY@sakilacustomer.org,0,89.78999999999999,English,,314,00s
501,502,BRETT CORNWELL,BRETT.CORNWELL@sakilacustomer.org,0,138.65999999999997,English,,478,00s
502,503,ANGEL BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,0,115.67999999999994,English,,552,00s
503,504,NATHANIEL ADAM,NATHANIEL.ADAM@sakilacustomer.org,0,133.71999999999997,English,,245,00s
504,505,RAFAEL ABNEY,RAFAEL.ABNEY@sakilacustomer.org,0,97.78999999999996,English,,519,00s
505,506,LESLIE SEWARD,LESLIE.SEWARD@sakilacustomer.org,0,152.64999999999995,English,,412,00s
506,507,EDGAR RHOADS,EDGAR.RHOADS@sakilacustomer.org,0,95.74999999999999,English,,163,00s
507,508,MILTON HOWLAND,MILTON.HOWLAND@sakilacustomer.org,0,127.74999999999996,English,,568,00s
508,509,RAUL FORTIER,RAUL.FORTIER@sakilacustomer.org,0,100.79999999999998,English,,110,00s
509,510,BEN EASTER,BEN.EASTER@sakilacustomer.org,0,122.73999999999995,English,,259,00s
510,511,CHESTER BENNER,CHESTER.BENNER@sakilacustomer.org,0,99.75999999999999,English,,502,00s
511,512,CECIL VINES,CECIL.VINES@sakilacustomer.org,0,115.73999999999995,English,,312,00s
512,513,DUANE TUBBS,DUANE.TUBBS@sakilacustomer.org,0,148.68999999999997,English,,583,00s
513,514,FRANKLIN TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,0,74.78000000000002,English,,594,00s
514,515,ANDRE RAPP,ANDRE.RAPP@sakilacustomer.org,0,126.71999999999996,English,,127,00s
